quordlepleen,ˈkwɔːdɫ̩pliːn,ˈ(kw ɔː ∅) (d ɫ̩ ∅) (pl iː n)
poodoo,ˈpuːduː,ˈ(p uː ∅) (d uː ∅)
prak,prak,(pr a k)
hooli,ˈhuːli,ˈ(h uː ∅) (l i ∅)
questular rontok,ˈkwestjʊlə,ˈ(kw e ∅) (stj ʊ ∅) (l ə ∅)
,ˈrɒntɒk,ˈ(r ɒ n) (t ɒ k)
roosta,ˈruːstə,ˈ(r uː ∅) (st ə ∅)
sulijoo,ˈsuːlɪʤuː,ˈ(s uː ∅) (l ɪ ∅) (ʤ uː ∅)
trin tragula,trɪn,(tr ɪ n)
,ˈtragjʊlə,ˈ(tr a ∅) (gj ʊ ∅) (l ə ∅)
veet voojagig,viːt,(v iː t)
,ˈvuːʤəgɪg,ˈ(v uː ∅) (ʤ ə ∅) (g ɪ g)
werdle sheng,ˈwɜːdɫ̩,ˈ(w ɜː dɫ̩)
,ʃeŋ,(ʃ e ŋ)
yooden vranx,ˈjuːdn̩,ˈ(j uː ∅) (d n̩ ∅)
,vranks,(vr a nks)
zarniwoop,ˈzɑːnɪwuːp,ˈ(z ɑː ∅) (n ɪ ∅) (w uː p)
zem,zem,(z e m)
squornshellous,ˈskwɔːnʃələs,ˈ(skw ɔː n) (ʃ ə ∅) (l ə s)
