scrutore,ˈskruːtɔː,ˈ(skr uː ∅) (t ɔː ∅)
pelplum scalcath,ˈpelpləm,ˈ(p e l) (pl ə m)
,ˈskalkaθ,ˈ(sk a l) (k a θ)
glonglung,ˈglɒŋglʌŋ,ˈ(gl ɒ ŋ) (gl ʌ ŋ)
flanfasnic,flanˈfasnɪk,(fl a n) ˈ(f a ∅) (sn ɪ k)
laputa,laˈpuːtə,(l a ∅) ˈ(p uː ∅) (t ə ∅)
climenole,ˈklɪmənəʊl,ˈ(kl ɪ ∅) (m ə ∅) (n əʊ l)
lagado,ləˈgɑːdəʊ,(l ə ∅) ˈ(g ɑː ∅) (d əʊ ∅)
flandona gagnole,flanˈdəʊnə,(fl a n) ˈ(d əʊ ∅) (n ə ∅)
,ˈgagnəʊl,ˈ(g a g) (n əʊ l)
balnibarbi,ˈbalnɪbɑːbi,ˈ(b a l) (n ɪ ∅) (b ɑː ∅) (b i ∅)
lindalino,lɪndəˈlinəʊ,(l ɪ n) (d ə ∅) ˈ(l i ∅) (n əʊ ∅)
munodi,mʊˈnəʊdi,(m ʊ ∅) ˈ(n əʊ ∅) (d i ∅)
tribnia,ˈtrɪbniə,ˈ(tr ɪ b) (n iə ∅)
langden,ˈlaŋdən,ˈ(l a ŋ) (d ə n)
maldonada,maldəˈnɑːdə,(m a l) (d ə ∅) ˈ(n ɑː ∅) (d ə ∅)
glubdubdrib,glʌbdʌbˈdrɪb,(gl ʌ b) (d ʌ b) ˈ(dr ɪ b)
luggnagg,ˈlʌgnag,ˈ(l ʌ g) (n a g)
eliogabulus,eliəˈgabjʊles,(∅ e ∅) (l iə ∅) ˈ(g a ∅) (bj ʊ ∅) (l e s)
clumegnig,kləˈmegnɪg,(kl ə ∅) ˈ(m e g) (n ɪ g)
traldragdubb,ˈtraldragdʌb,ˈ(tr a l) (dr a g) (d ʌ b)
ickpling,ˈɪkplɪŋ,ˈ(∅ ɪ k) (pl ɪ ŋ)
gloffthrobb,ˈglɒfθrɒb,ˈ(gl ɒ f) (θr ɒ b)
squutserumm,ˈskwʌtsərʌm,ˈ(skw ʌ t) (s ə ∅) (r ʌ m)
blhiop,blhiɒp,(blh iɒ p)
mlashnalt,ˈmlaʃnalt,ˈ(ml a ʃ) (n a lt)
zwin,zwɪn,(zw ɪ n)
tnodbalkguffh,ˈtnɒdbalkgʌfh,ˈ(tn ɒ d) (b a lk) (g ʌ fh)
slhiophad,ˈslhiɒphad,ˈ(slh iɒ p) (h a d)
gurdlubh,ˈgɜːdlʌbh,ˈ(g ɜː d) (l ʌ bh)
asht,aʃt,(∅ a ʃt)
fluft,flʌft,(fl ʌ ft)
drin,drɪn,(dr ɪ n)
yalerick,ˈjalərɪk,ˈ(j a ∅) (l ə ∅) (r ɪ k)
dwuldom,ˈdwʌldəm,ˈ(dw ʌ l) (d ə m)
prastrad,ˈprastrad,ˈ(pr a ∅) (str a d)
mirpush,ˈmiəpʊʃ,ˈ(m iə ∅) (p ʊ ʃ)
biffmarklub,ˈbɪfmɑːklʌb,ˈ(b ɪ f) (m ɑː ∅) (kl ʌ b)
struldbrugs,ˈstrʌldbrʌgz,ˈ(str ʌ ld) (br ʌ gz)
slumskudask,ˈslʌmskʊdask,ˈ(sl ʌ m) (sk ʊ ∅) (d a sk)
glanguenstald,ˈglangʊənstald,ˈ(gl a n) (g ʊə n) (st a ld)
